236.08926,192.78682,235.0,191.0,0.26301313173476665
343.39725,282.77484,343.0,281.0,0.2610389688729185
343.40253,280.80023,343.0,279.0,0.26477328811896605
353.3272,275.73383,353.0,274.0,0.2549972112012348
215.70854,258.8001,215.0,257.0,0.2648252031770222
369.32196,279.69263,369.0,278.0,0.24893838562622111
213.82938,280.81085,213.0,279.0,0.2664422760578055
349.37125,274.75778,349.0,273.0,0.2585263583487427
376.36035,185.87473,376.0,184.0,0.2757205290200623
372.38147,185.83385,372.0,184.0,0.26971274640219184
392.2209,187.74164,392.0,186.0,0.256133626910178
205.77841,259.77036,205.0,258.0,0.2604729571098569
381.40753,295.69556,381.0,294.0,0.24938280258825773
320.5412,290.80795,320.0,289.0,0.2659353558502628
222.76581,291.76605,222.0,290.0,0.2598363989744156
351.30093,173.55531,351.0,172.0,0.22874405824983304
236.31096,284.72784,236.0,283.0,0.254115445497245
258.18005,225.21024,257.0,223.0,0.32526766579999306
354.3934,172.67145,354.0,171.0,0.24583539599041007
354.33316,175.5201,354.0,174.0,0.22357051791314891
204.69537,282.76822,204.0,281.0,0.26013336261513914
123.99989,245.99632,124.0,246.0,0.0005407905837315063
336.6701,253.96283,336.0,252.0,0.2887360398401812
125.00066,241.00108,125.0,241.0,0.00015947009899746175
244.38054,171.90204,243.0,170.0,0.280082042202428
360.37912,185.70453,360.0,184.0,0.25069719765986
245.06815,191.79463,244.0,190.0,0.26415157648474585
363.50308,178.6808,363.0,177.0,0.24723238039142906
212.84616,275.79877,212.0,274.0,0.2646718008498906
242.0962,191.77313,241.0,190.0,0.2610053747390559
116.000565,182.99963,116.0,183.0,5.4175621534091943e-05
341.64194,170.40848,341.0,168.0,0.3542512067727973
116.00002,180.00241,116.0,180.0,0.0003545425321411582
240.21378,175.61754,239.0,174.0,0.23821004404385168
369.33383,262.69745,369.0,261.0,0.2496491028993036
214.85672,274.7967,214.0,273.0,0.2643704956425507
120.00013,224.99979,120.0,225.0,3.1444275290843e-05
