241.95663,264.25006,241.0,263.0,0.284291509054683
223.88643,310.20844,223.0,309.0,0.27481018527583595
354.32874,322.1936,354.0,321.0,0.27129662597563586
345.40393,326.21545,345.0,325.0,0.27627381693083847
345.375,328.21426,345.0,327.0,0.27599861915188345
220.75595,324.25507,220.0,323.0,0.28535840544565066
370.34607,324.18018,370.0,323.0,0.2682476595734271
230.60815,334.2221,230.0,333.0,0.27782878163730734
370.34695,327.17892,370.0,326.0,0.26796345143523725
370.3848,258.23102,370.0,257.0,0.2798075210365445
213.93333,309.2441,213.0,308.0,0.2829308926748732
374.35593,258.2514,374.0,257.0,0.284435784781622
376.31424,261.21643,376.0,260.0,0.2764822259844533
135.98334,300.9883,136.0,301.0,0.002662470342673672
383.34805,336.16913,383.0,335.0,0.2657374402781515
135.00119,296.00415,135.0,296.0,0.0009433576753782902
248.04616,249.11504,247.0,248.0,0.25366758801895617
127.999825,254.9993,128.0,255.0,0.00015953489653180067
352.30756,250.07942,352.0,249.0,0.24534553899173392
390.21536,260.01367,390.0,259.0,0.2303916457071199
376.24615,267.1093,376.0,266.0,0.25213074631986443
340.48386,308.2956,340.0,307.0,0.29449911626330433
242.24971,328.18918,242.0,327.0,0.270281211832036
362.37738,253.25284,362.0,252.0,0.28476494209556935
323.5476,333.24008,323.0,332.0,0.2818984623643686
212.72475,326.2693,212.0,325.0,0.2885799093200423
361.41925,258.1811,361.0,257.0,0.2684678114998471
211.85553,313.24683,211.0,312.0,0.2835193258426819
262.85526,284.5234,262.0,283.0,0.3463513468291671
338.4812,305.31378,338.0,304.0,0.29863172524101755
132.00131,286.0051,132.0,286.0,0.0011583670138740247
131.00098,274.00504,131.0,274.0,0.0011444575021386974
130.00085,270.005,130.0,270.0,0.0011375105891215018
447.03293,307.1483,447.0,307.0,0.03370298202092338
341.43604,314.26718,341.0,313.0,0.28803405153000156
447.9843,310.0916,448.0,310.0,0.020821996509424838
369.32864,313.19983,369.0,312.0,0.2727113992251739
343.42853,316.2627,343.0,315.0,0.2870133116205106
132.0009,290.00455,132.0,290.0,0.0010334816451681437
223.63846,304.28687,223.0,303.0,0.2925501812418711
249.99982,263.3023,249.0,262.0,0.29617467637432116
242.95035,268.28998,242.0,267.0,0.2933554084686257
442.17316,286.33356,442.0,286.0,0.07583137001814623
129.00046,264.00458,129.0,264.0,0.001040383661213815
132.00119,281.0021,132.0,281.0,0.00047874272221094485
340.7443,247.01657,341.0,246.0,0.23105528440580844
251.04346,260.3153,250.0,259.0,0.2991446844952982
222.7643,315.2515,222.0,314.0,0.28454983240791476
442.19507,284.3956,442.0,284.0,0.08993348530527652
457.9875,333.0248,458.0,333.0,0.005640425885692305
376.33682,317.20505,376.0,316.0,0.27389847612221646
378.3655,317.20435,378.0,316.0,0.27374323436747217
132.00119,278.00507,132.0,278.0,0.0011514163356374748
236.52556,338.19995,236.0,337.0,0.2727749005307011
137.99966,254.99826,138.0,255.0,0.0003953578818675943
445.9866,333.02533,446.0,333.0,0.00575853265833127
144.98428,304.98492,145.0,305.0,0.0034304696919977853
140.00037,277.00146,140.0,277.0,0.00033294239276201884
128.00093,248.00041,128.0,248.0,9.416849710896246e-05
447.1486,288.3066,447.0,288.0,0.06970248612093954
145.9841,301.99557,146.0,302.0,0.001020165161155026
138.99986,272.99994,139.0,273.0,1.3950241929905112e-05
212.72044,319.2678,212.0,318.0,0.28823892787711436
139.00003,274.99988,139.0,275.0,2.7745199396834906e-05
279.8016,332.13916,279.0,331.0,0.259043917912766
392.07788,283.93396,392.0,283.0,0.21226528448982399
346.50308,305.29163,346.0,304.0,0.29360134982847436
355.36795,309.23242,355.0,308.0,0.2801239085181565
194.90619,317.35205,194.0,316.0,0.30743919546715787
379.2453,274.09302,379.0,273.0,0.2484271318111402
136.00012,251.00179,136.0,251.0,0.00040574720243287247
380.36298,326.1834,380.0,325.0,0.26898536932926836
140.00002,266.99997,140.0,267.0,6.937759561345618e-06
442.11462,264.1859,442.0,264.0,0.04227100179431746
136.9997,262.9997,137.0,263.0,6.943595341224938e-05
224.57071,262.01144,224.0,261.0,0.22995580624188058
328.6566,304.40875,328.0,303.0,0.3202490799626418
329.71558,302.47543,329.0,301.0,0.3354142986948433
369.36035,319.20126,369.0,318.0,0.27304199478543817
157.00146,295.99435,157.0,296.0,0.0012832224136806335
360.32117,314.20477,360.0,313.0,0.2738338778709921
144.00075,283.00186,144.0,283.0,0.0004231612192927047
364.33807,319.202,364.0,318.0,0.2732051350146254
362.32278,318.2031,362.0,317.0,0.2734526594868857
330.59488,306.32138,330.0,305.0,0.3003821000209619
300.73697,331.19443,300.0,330.0,0.27157678787303974
121.99941,271.99548,122.0,272.0,0.001026519850764593
139.99948,263.99536,140.0,264.0,0.0010542584124400155
341.78473,275.12152,342.0,274.0,0.25490167805083336
125.00032,293.0009,125.0,293.0,0.00020116818303164897
381.1724,278.10635,381.0,277.0,0.2514508901729416
381.35968,320.19833,381.0,319.0,0.2723761212177601
433.09216,263.18478,433.0,263.0,0.04200807583387931
233.62468,327.20953,233.0,326.0,0.2749763252903626
287.87003,327.16455,287.0,326.0,0.26483642339331886
123.00051,287.00073,123.0,287.0,0.00016655051713083813
122.00024,281.99643,122.0,282.0,0.0008114941428215108
252.93326,278.44693,252.0,277.0,0.32900126061959123
250.74059,282.32236,250.0,281.0,0.3006415298539979
284.5491,277.34488,285.0,276.0,0.3056929211943156
122.000244,277.00104,122.0,277.0,0.00023583230562752362
368.32047,271.12567,368.0,270.0,0.25585768281006815
260.05518,254.20932,259.0,253.0,0.2750802791907377
254.01901,274.44824,253.0,273.0,0.3293288413817916
115.000084,266.00436,115.0,266.0,0.000991821700848306
144.9997,287.99368,145.0,288.0,0.001435717096104802
144.00049,292.99973,144.0,293.0,6.264340993267132e-05
455.9932,330.02628,456.0,330.0,0.005972184883788326
351.39178,275.12305,351.0,274.0,0.2552727967324195
249.53671,322.19278,249.0,321.0,0.27114787144467617
143.99971,285.9947,144.0,286.0,0.0012068355372586573
319.77026,301.52454,319.0,300.0,0.3465847668267053
356.3155,275.11798,356.0,274.0,0.2541092960741046
280.31573,274.3573,280.0,273.0,0.30849596741302276
118.00025,249.99667,118.0,250.0,0.0007560085019949387
322.19986,276.12042,324.0,275.0,0.2553783233752477
293.96927,278.32385,296.0,277.0,0.3016693290560624
271.8986,274.42624,271.0,273.0,0.3242896500159231
374.96802,283.0119,375.0,282.0,0.22997795233942273
264.2956,275.5156,263.0,274.0,0.3447357588768496
306.75284,276.20114,309.0,275.0,0.2740572441561159
243.18575,317.21497,243.0,316.0,0.27613584084724924
331.6925,277.0863,332.0,276.0,0.24690941443049017
290.8266,321.19925,290.0,320.0,0.2727019821976072
248.4045,318.20798,248.0,317.0,0.2745748510410643
245.32896,338.18283,245.0,337.0,0.268848526745323
279.0896,297.52765,278.0,296.0,0.34739117179475393
276.00107,297.52777,275.0,296.0,0.34738800422814925
273.01093,297.5348,272.0,296.0,0.3489857718499534
433.22302,284.46494,433.0,284.0,0.10569440659001932
273.15237,295.52896,272.0,294.0,0.34771271362845474
327.47614,326.24698,327.0,325.0,0.28345064650793284
309.4839,333.22272,309.0,332.0,0.2779391477792982
322.47745,322.25882,322.0,321.0,0.2861415594047046
260.43457,327.14072,260.0,326.0,0.2592959995659774
397.0553,277.1592,397.0,276.0,0.26345753783813536
360.10858,279.1396,360.0,278.0,0.25899977659411816
359.98425,283.10654,360.0,282.0,0.2514857083671941
362.96994,280.13782,363.0,279.0,0.2585950623545894
356.26364,334.1797,356.0,333.0,0.268125828257776
357.2675,336.18295,357.0,335.0,0.2688683592510688
261.99368,309.15878,262.0,308.0,0.2633597721923402
337.99728,259.025,338.0,258.0,0.23295316012823417
401.66254,336.11993,401.0,335.0,0.254630458009507
417.3676,281.91824,417.0,281.0,0.20872923118105347
419.34955,281.83957,419.0,281.0,0.19084828576403018
284.7188,282.30554,285.0,281.0,0.2967295411954469
272.44876,285.3621,272.0,284.0,0.3096038725709648
422.30185,282.7201,422.0,282.0,0.16368972908632978
105.999466,273.00055,106.0,273.0,0.00012497704616125756
794.98663,389.00012,795.0,389.0,0.00014659816643798978
778.96967,400.01126,779.0,400.0,0.0025800799945664217
222.67297,325.2693,222.0,324.0,0.28856536784595077
355.22003,323.1965,355.0,322.0,0.27194275236197823
222.6675,322.26495,222.0,321.0,0.28757931345663745
243.73886,330.27112,243.0,329.0,0.2890000511616596
223.62244,311.27414,223.0,310.0,0.28965470971218726
244.21179,266.393,243.0,265.0,0.3168609804190166
346.29428,330.16806,346.0,329.0,0.2654871669031947
221.65918,331.28348,221.0,330.0,0.2917858630237291
137.00003,306.00482,137.0,306.0,0.0010958585364975336
371.39572,260.51306,371.0,259.0,0.3439040246784497
221.71628,334.29382,221.0,333.0,0.29415189613843906
375.42746,260.53668,375.0,259.0,0.3492762758698156
249.20708,252.24329,248.0,251.0,0.2828638857315347
214.5896,312.2969,214.0,311.0,0.2948196369255188
377.38437,264.46246,377.0,263.0,0.33240381494887317
214.62703,310.24466,214.0,309.0,0.28295772701751803
344.27832,318.19943,344.0,317.0,0.27261474416386283
383.73904,338.21426,384.0,337.0,0.2759833805699721
136.00012,300.99976,136.0,301.0,5.5502076490764946e-05
369.97452,327.2055,370.0,326.0,0.27397863086493035
135.00018,296.0049,135.0,296.0,0.001116667667925276
127.98163,254.99693,128.0,255.0,0.000724583590946984
362.44522,260.40518,362.0,259.0,0.319395509626761
391.1266,262.23163,391.0,261.0,0.27991886915089487
363.45645,256.40533,363.0,255.0,0.3194320230534353
353.43152,252.3399,353.0,251.0,0.3045592709745984
132.0008,286.00424,132.0,286.0,0.0009641159036208921
246.19778,270.4123,245.0,269.0,0.3212346530435061
212.6819,316.2701,212.0,315.0,0.28875500453973013
331.30725,309.25305,331.0,308.0,0.2848037122504739
146.00021,309.99356,146.0,310.0,0.0014634583955954442
446.0296,307.00204,446.0,307.0,0.0005635366134182622
131.00128,274.00323,131.0,274.0,0.0007353257679277792
130.00117,270.00256,130.0,270.0,0.0005827456926869423
375.96365,320.25732,376.0,319.0,0.2857557723437099
372.9833,323.22787,373.0,322.0,0.2790625024180475
145.99974,312.00372,146.0,312.0,0.0008461738229007191
447.9785,309.96854,448.0,310.0,0.007154576153363694
226.47537,262.95477,226.0,262.0,0.21705423295485762
331.31146,305.35226,331.0,304.0,0.3073511224313774
371.0396,317.23755,371.0,316.0,0.28126142080462585
265.07086,288.51962,264.0,287.0,0.3455613061138802
343.35498,311.25406,343.0,310.0,0.28503900903041496
